1563647482947	2.0	2.0	0.0	0.0	0.0	2.0	
1563647536367	2.0	2.0	0.0	0.0	0.0	2.0	
1563647587718	2.0	2.0	0.0	0.0	0.0	2.0	
1563647643238	2.0	2.0	1.0	0.0	0.0	1.0	
1563647696103	2.0	2.0	0.0	0.0	0.0	2.0	
1563647748112	2.0	2.0	0.0	0.0	0.0	2.0	
1563647804042	2.0	2.0	0.0	0.0	0.0	2.0	
1563647856476	2.0	1.0	0.0	0.0	1.0	2.0	
1563647916380	2.0	2.0	0.0	0.0	0.0	2.0	
1563647971810	2.0	2.0	0.0	0.0	1.0	2.0	
1563648024160	2.0	2.0	0.0	0.0	0.0	2.0	
1563648078912	2.0	2.0	0.0	0.0	0.0	2.0	
1563648132200	2.0	2.0	0.0	0.0	0.0	2.0	
1563648186038	2.0	2.0	1.0	0.0	0.0	2.0	
1563648238856	2.0	2.0	1.0	0.0	0.0	1.0	
1563648289142	2.0	2.0	1.0	0.0	0.0	2.0	
1563648342532	2.0	2.0	0.0	0.0	0.0	2.0	
1563648400866	2.0	2.0	1.0	0.0	1.0	2.0	
1563648448338	2.0	2.0	0.0	0.0	0.0	2.0	
1563648503940	2.0	2.0	0.0	0.0	1.0	2.0	
1563648557666	2.0	2.0	0.0	0.0	1.0	2.0	
1563648610873	2.0	2.0	1.0	0.0	0.0	2.0	
1563648664751	2.0	1.0	0.0	0.0	0.0	1.0	
1563648717849	2.0	2.0	0.0	0.0	0.0	2.0	
1563648771775	2.0	2.0	0.0	0.0	0.0	2.0	
1563648826767	2.0	2.0	0.0	0.0	0.0	2.0	
1563648881909	2.0	2.0	0.0	0.0	0.0	2.0	
1563648939472	2.0	2.0	0.0	0.0	0.0	2.0	
1563648991798	2.0	2.0	0.0	0.0	0.0	2.0	
1563649044364	2.0	2.0	0.0	0.0	0.0	2.0	
1563649097979	2.0	2.0	0.0	0.0	0.0	2.0	
1563649154183	1.0	2.0	0.0	0.0	0.0	1.0	
1563649206917	2.0	2.0	1.0	0.0	0.0	1.0	
1563649262045	2.0	2.0	0.0	0.0	1.0	2.0	
1563649315068	2.0	2.0	0.0	0.0	0.0	2.0	
1563649372813	2.0	2.0	2.0	0.0	0.0	1.0	
1563649423278	2.0	2.0	0.0	0.0	0.0	2.0	
1563649478212	2.0	2.0	1.0	0.0	0.0	2.0	
1563649534350	2.0	2.0	0.0	0.0	0.0	2.0	
1563649580270	2.0	2.0	0.0	0.0	0.0	2.0	
1563649632879	2.0	2.0	0.0	0.0	0.0	1.0	
1563649687309	2.0	1.0	0.0	0.0	0.0	2.0	
1563649742052	2.0	2.0	1.0	0.0	1.0	2.0	
1563649794664	2.0	2.0	0.0	0.0	0.0	2.0	
1563649849553	2.0	2.0	0.0	0.0	0.0	2.0	
1563649903026	2.0	2.0	0.0	0.0	0.0	2.0	
1563649955495	2.0	2.0	0.0	0.0	1.0	2.0	
1563650007826	2.0	2.0	0.0	0.0	1.0	2.0	
1563650063767	2.0	2.0	0.0	0.0	0.0	2.0	
1563650117242	2.0	2.0	0.0	0.0	0.0	1.0	
1563650170504	2.0	2.0	0.0	0.0	0.0	2.0	
1563650224757	2.0	1.0	0.0	0.0	0.0	2.0	
1563650278231	2.0	1.0	0.0	0.0	0.0	2.0	
1563650333295	2.0	2.0	0.0	0.0	0.0	2.0	
1563650386119	2.0	2.0	0.0	0.0	0.0	2.0	
1563650437543	2.0	2.0	0.0	0.0	0.0	2.0	
1563650491330	2.0	1.0	0.0	0.0	0.0	2.0	
1563650546714	2.0	2.0	0.0	0.0	0.0	1.0	
1563650600029	2.0	2.0	1.0	0.0	0.0	2.0	
1563650654436	2.0	2.0	0.0	0.0	0.0	2.0	
1563650706925	2.0	2.0	0.0	0.0	0.0	2.0	
1563650760956	2.0	2.0	0.0	0.0	1.0	2.0	
