1613210179870	2.0	2.0	0.0	0.0	1.0	2.0	
1613210231900	2.0	2.0	0.0	0.0	0.0	2.0	
1613210292048	2.0	2.0	0.0	0.0	0.0	2.0	
1613210342765	2.0	2.0	0.0	0.0	0.0	2.0	
1613210397400	2.0	2.0	1.0	0.0	0.0	2.0	
1613210452655	2.0	2.0	0.0	0.0	0.0	2.0	
1613210506042	2.0	2.0	0.0	0.0	0.0	1.0	
1613210562796	2.0	2.0	0.0	0.0	0.0	2.0	
1613210615813	2.0	2.0	0.0	0.0	0.0	2.0	
1613210672845	2.0	2.0	0.0	0.0	1.0	2.0	
1613210725216	2.0	2.0	0.0	0.0	1.0	2.0	
1613210782466	2.0	2.0	0.0	0.0	0.0	1.0	
1613210837192	2.0	2.0	1.0	0.0	0.0	2.0	
1613210893072	2.0	2.0	0.0	0.0	0.0	1.0	
1613210945940	2.0	2.0	0.0	0.0	0.0	2.0	
1613211001557	2.0	2.0	0.0	0.0	0.0	2.0	
1613211055762	2.0	2.0	0.0	0.0	1.0	2.0	
1613211111562	2.0	1.0	0.0	0.0	1.0	2.0	
1613211166585	2.0	2.0	0.0	0.0	0.0	2.0	
1613211223348	2.0	2.0	0.0	0.0	0.0	2.0	
1613211276817	2.0	2.0	0.0	0.0	0.0	2.0	
1613211332965	2.0	2.0	0.0	0.0	0.0	2.0	
1613211386179	2.0	2.0	1.0	0.0	0.0	2.0	
1613211441100	2.0	2.0	0.0	0.0	0.0	2.0	
1613211496339	2.0	2.0	1.0	0.0	0.0	2.0	
1613211552581	2.0	2.0	0.0	0.0	0.0	2.0	
1613211606085	2.0	2.0	0.0	0.0	1.0	2.0	
1613211663285	2.0	2.0	0.0	0.0	0.0	2.0	
1613211716626	2.0	2.0	0.0	0.0	0.0	2.0	
1613211772066	2.0	2.0	0.0	0.0	0.0	2.0	
1613211825509	1.0	2.0	0.0	0.0	0.0	2.0	
1613211881926	2.0	2.0	0.0	0.0	0.0	2.0	
1613211934353	2.0	2.0	0.0	0.0	0.0	2.0	
1613211992867	2.0	2.0	0.0	0.0	0.0	2.0	
1613212046975	2.0	2.0	0.0	0.0	0.0	1.0	
1613212101533	2.0	2.0	1.0	0.0	0.0	2.0	
1613212156029	2.0	2.0	0.0	0.0	0.0	2.0	
1613212210575	2.0	2.0	0.0	0.0	1.0	2.0	
1613212265980	2.0	2.0	1.0	0.0	1.0	2.0	
1613212322119	2.0	2.0	0.0	0.0	0.0	1.0	
1613212376531	2.0	2.0	0.0	0.0	0.0	2.0	
1613212430945	2.0	2.0	0.0	0.0	0.0	2.0	
1613212486937	2.0	2.0	0.0	0.0	0.0	1.0	
1613212541235	2.0	2.0	1.0	0.0	0.0	2.0	
1613212596608	2.0	2.0	0.0	0.0	0.0	2.0	
1613212650760	2.0	2.0	0.0	0.0	1.0	2.0	
1613212704666	2.0	2.0	0.0	0.0	0.0	2.0	
1613212761602	2.0	1.0	0.0	0.0	0.0	2.0	
1613212816930	2.0	1.0	0.0	0.0	0.0	2.0	
1613212870659	2.0	2.0	0.0	0.0	0.0	1.0	
1613212926621	2.0	2.0	0.0	0.0	0.0	1.0	
